"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.09456205613517","-5.82797936228737","-9.76323780243612","-5.01121071061897","-8.98365510008253","-0.413486513468939","0.817902603596892","3.11008466461927","-0.874858024895872","2.46085946112819","7.55391133974351","2.63481658857718","5.00491297441013","6.26181202906926","7.61788942730797","6.35674714592386","7.65365439882373","7.36500493943981","4.07151364494266","-5.41514115425797","4.53953693661163","4.70509081616528","2.06757520410159","1.81338408217697","1.22659104076229","-0.14877937562602",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13316.0088420411","12514.8943349961","11200.3146781654","10542.8112608782","9517.63300258354","9403.93767437987","9423.96530824792","9681.93485037941","9569.71664779929","9830.06875478893","10584.740489598","10923.7776823726","11474.5948601623","12212.4626717288","13152.5120996785","13990.4852964609","15083.8357095402","16229.8038004502","16928.5036097094","15987.0770448703","16697.9057950775","17461.5572686999","17836.3380289907","18157.9062298675","18359.0028913716","18272.7154916973",""
"European Union","EUU","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","4.69530804928151","4.10806252798636","4.21676260020145","4.65098607435981","3.53470064585666","3.50590545910036","3.70239054940953","4.36358440364381","5.11015931667804","5.03782472087411","3.09450272263715","4.04675188870409","5.46680105086679","1.65570470576853","-1.29956573225195","4.1103002798246","2.39117654619881","2.81864101802604","3.42911638450461","1.05360969318302","-0.046805363981278","0.707560948891569","1.59979602931475","2.22808951682131","2.36637362234981","2.38720253221076","2.65181706239694","4.07695760205407","3.37617132318739","2.62374200997542","1.21832337784021","0.750458522685804","-0.495793504404702","2.58899217949148","2.47298733305176","1.84473637742595","2.58369862413585","2.83591884001797","2.8288803644507","3.74553506059139","2.0370793715047","1.08045641824577","0.960564398951576","2.18869222137725","1.68286759360581","2.97221486339683","2.6864706237276","0.0815976776862755","-4.67270989241383","1.9326168309439","1.74659266167372","-0.686311193063048","-0.0667382356436832","1.30192381352296","1.93926706716634",""
"European Union","EUU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24872.049386337","25082.9695067342","25235.156359394","25121.1538421199","25776.0897380511","26446.5212106612","26961.2969303329","27652.0641264587","28428.0444289806","29210.5411766292","30306.1043342935","30943.8371527831","31313.4026947156","31662.9666749192","32402.7662712725","32989.2270630181","34025.1902192791","35000.629757974","35104.8228934461","33479.2171387911","34102.2420108475","34703.8053640166","34465.6676006456","34454.3493532685","34925.5892763179","35630.2969275978",""
"Fragile and conflict affected situations","FCS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.52793852162172","11.6210632726881","-21.5391701788828","2.46552626086807","3.48369442506467","0.853232745250835","0.743522611004209","3.86238854995362","5.19230496121494","9.51720611925157","4.85747813953614","-0.587328875145317","0.194567417665965","-3.28525936624978","-7.13122441773734","11.2593677328215","3.83655322646312","3.88061422036583","2.85388118171798","2.85725956332688","1.98513531606091","3.43908395008073","-7.91637828190214","3.9475463390076","3.02784469089441","0.673798893430998","-0.067973816459201",""
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2846.72206106785","2150.28850894242","2231.27196202695","2331.98403698843","2355.18734630439","2374.05206849976","2469.4392398055","2618.04193946092","2896.40725257978","3061.44043514591","3060.48284370954","3076.41643192994","2976.07232697169","2746.79469494673","3089.38153904367","3214.79182472336","3354.90066075153","3452.61442705565","3562.11958081002","3636.16286316441","3767.37472952283","3487.21108153108","3637.13392619299","3757.76020505873","3782.48101004265","3764.78024980811",""
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-1.98471989314081","4.38731635159013","0.789329511525409","1.09356539311327","1.69867666022017","0.14615417367321","-0.230725686541049","0.341802003259929","1.92104851245767","1.69819336516946","1.48794443054217","-0.893455704562015","0.213516068216251","2.94006538956097","-0.516339929925152","1.33933995768231","1.06369261090649","-0.296323642245184","-2.5723561218613","-2.85519324501526","1.30320027341659","-1.31515986291704","-1.92915964072211","-1.39028352552265","-1.02832340023417","0.295820400316217","0.560187969828888","-1.59419526153543","-0.817019142154223","-3.94397355253361","-2.08416340326664","-3.62885314919757","-2.30114903782309","-2.69602124151834","1.76183292872886","2.53960235327246","1.55120076836394","0.802248566725041","0.272836447231796","0.0345959885117821","1.41988978519554","0.628510825282589","1.6024205776813","2.41671966293052","3.1970664731454","3.17258448389926","3.56956375880102","3.05733514163778","1.4549024390122","2.79926548506373","1.83938517633055","2.87949017076812","2.80879120144213","2.61338477656177","2.15743410123903",""
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1465.89751511142","1436.14094264623","1384.54404693211","1359.22894857798","1325.68295878543","1348.69004307808","1384.60037883342","1406.71901791194","1417.18095240516","1423.83784722679","1426.38713028771","1449.00217664659","1456.53138398376","1480.10088224201","1517.14671776264","1567.24872747526","1617.96743596239","1678.4496395711","1730.93756907915","1758.51427736797","1809.25654424421","1847.01111726647","1901.7591513733","1957.21199047648","2009.41765696059","2053.4377430625",""
"High income","HIC","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.20557121799401","4.52056119817999","3.98324435747736","5.17415003786843","4.31490243327542","4.93506956856859","3.49356696082785","5.16482504812683","4.67912804816544","2.64630989642787","2.82985924637245","4.48766064121583","5.3278030245323","0.15200947649079","-0.735694116122787","4.14405984591872","3.05559334023815","3.43693297648646","3.22290355723219","0.603109121928512","1.19136910000603","-0.640757721776637","2.05559778291624","3.88464300062159","3.12791215235721","2.37645798979824","2.73861558395933","4.11136637014789","3.22463692263639","2.39082655064496","0.629813945583521","1.4339744797587","0.537793549563517","2.43776055453473","1.99994488717236","2.29410775710454","2.63530211817454","2.04036462615377","2.64345957965419","3.39322407459564","0.840721761638207","0.894955639928313","1.41462973889028","2.57331769637563","2.03682304664355","2.25894444489609","1.83355471924295","-0.498623797190319","-4.0805370440453","2.2652222120729","1.34320866426401","0.666224909658439","0.767633394211572","1.31165736749692","1.58383896537148",""
"High income","HIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28971.1795471112","29182.1600353611","29661.206976108","29876.2883664507","30649.3162537145","31294.5968913576","32050.5056582215","32946.0503851529","33632.8375738282","34554.4012091086","35774.1862019486","36085.245871886","36453.3565121055","37047.2648378178","38093.8799875982","38948.2131102338","39923.3501554121","40743.2911138997","40642.0287021254","39070.6918871161","40020.7456387652","40679.5225804197","41010.7526062703","41356.4565989383","41951.5299476988","42644.166181961",""
"IBRD only","IBD","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","1.27369513298072","1.89592724852857","2.21679311505596","5.39668705830208","3.32946664325642","2.42321701518667","2.08508415037861","4.4245024270612","4.83424124677177","5.0061889301799","3.72882952039801","4.34729841781581","5.12061372610589","3.61049144869519","2.52744893056658","4.67609987281818","2.57888817499688","1.63280334232303","2.43933572432344","2.95725368267314","0.00118018053831292","0.30294258167531","-0.728150556012139","2.84529982231227","2.46765270121874","2.47188110722665","2.91605723402549","1.79505943050467","1.02253661033033","0.27863625591209","-0.587527265185045","-0.561838686382387","1.44725521757043","1.16446026041754","2.35736610210766","3.41797786544049","3.65249679237094","0.576103860009496","1.89884830543438","4.39095916646761","2.16436674678262","2.90436157489972","4.18991413526851","6.54894136489578","5.9276534280428","6.96500641249895","7.66131106213945","4.60059396223417","1.07930961879768","6.45140730945393","4.99415594594393","3.72525384489346","3.74054216290985","3.14912551917936","2.76108679680189",""
"IBRD only","IBD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4931.75695202907","4886.69844968999","4860.12116993543","4921.13152011173","4972.99422460247","5098.87045934246","5287.85084405695","5474.46653468573","5505.68326860576","5647.60590110652","5898.97261139645","6047.87068467647","6242.47529624536","6532.12557711966","6963.68404980829","7391.41316752565","7921.78400327974","8540.185356473","8933.6813497873","9079.7866212412","9682.37809693792","10165.9144070676","10558.1496091661","10971.2112160809","11356.0188677162","11727.1177677876",""
"IDA & IBRD total","IBT","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.896829054508345","1.97516246178337","2.26936313343522","5.00233059839137","3.16117701471212","1.95128942764384","1.21013593155507","3.99615200792755","4.99912618518108","5.31920598306606","3.72740696284059","3.75935272109187","4.75007051392289","3.70007574812973","1.88991636121096","4.44896378894958","2.42438590150987","1.20082478220284","2.20172131006949","2.62442675000514","-0.411009439917436","0.0879975464928719","-0.962072654878028","2.37409905673441","2.31458221280248","1.94901786104455","2.33394983249242","1.66127240497296","0.905800039345948","0.223903368410959","-0.758575061205107","-0.77180315845051","1.13786612846822","0.888890364968958","2.10327105637434","3.19244740640094","3.31310779486","0.456085151556238","1.64625797954994","4.02647169812407","1.94899281086333","2.59606271890461","3.9351572703185","6.50927874900388","5.5402333225248","6.55976838656893","7.18113031881799","4.26183841968641","0.978406638342079","6.01842679144168","4.57682526554839","3.41710056320481","3.4796321890425","2.93612291305629","2.46076838099066",""
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4291.11724101024","4248.15179128203","4219.22540620516","4260.02090615784","4294.79696563164","4393.22620377676","4545.42100011466","4689.52867397953","4712.8758437791","4820.63938574117","5016.94364932627","5131.88595305602","5279.67498709999","5509.30402591289","5870.73779560238","6207.8449085449","6625.07636978187","7106.21064512164","7408.06899292108","7522.03577459471","7983.18972054978","8345.89491931882","8641.88916999195","8957.65742166746","9252.36664316501","9524.03433743012",""
"IDA blend","IDB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-0.512919170537813","1.78801182216391","5.10612630571474","2.60123192235346","3.15752648732963","-2.97224958793984","-9.90159390019851","-1.41731713528395","12.9668650092312","15.1114960123849","7.0109911366885","0.7116791341289","3.04712754662637","5.95896525283896","-4.18267443914135","3.75997352098707","2.25034377075959","-3.58655793640712","2.83593187652475","2.42090142226988","-7.02361676223813","-0.654298928614267","-2.85917194095217","-1.43226359169388","3.98933938925569","-4.36483198739717","-5.04736143718334","3.0167919805846","2.1785245780252","4.24904767101459","-0.373658798710224","-0.140425975873796","0.151287741484538","0.661591517159081","0.735300191449767","3.0514580015623","1.12318116825175","1.14176722034279","0.292329839208179","2.60185956495079","1.31363130903665","1.59345241115554","4.29839880747681","13.8710879250183","3.25402629809788","4.86791850293638","4.04153987959752","2.77998577099766","3.08583839806053","3.91707223999104","3.05943313387031","2.82563112367676","3.12273663454307","3.747459024779","2.05165750611214",""
"IDA blend","IDB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2774.82391816046","2779.83177565949","2799.5424946481","2805.23062634466","2832.27823760575","2871.39407643647","2958.84460089592","2991.22848320636","3027.34325133269","3048.02468862277","3129.48436091699","3166.19410456141","3221.0476579529","3353.51658320193","3748.75424670564","3890.02390453075","4076.66285207681","4239.0271120697","4343.30639472795","4462.68667351117","4612.69557971719","4746.06714183876","4878.43955988296","5027.44346754301","5208.78916301422","5330.5362851804",""
