"Country"	"Year"	"Sex"	"Deaths1"	"D0104"	"D0509"	"D1014"	"D1519"	"D2024"	"D2529"	"D3034"	"D3539"	"D4044"	"D4549"	"D5054"	"D5559"	"D6064"	"D6569"	"D7074"	"D75UP"	"Pop1"	"P0000"	"P0104"	"P0509"	"P1014"	"P1519"	"P2024"	"P2529"	"P3034"	"P3539"	"P4044"	"P4549"	"P5054"	"P5559"	"P6064"	"P6569"	"P7074"	"P75UP"	"ASSR0104"	"ASSR0509"	"ASSR1014"	"ASSR1519"	"ASSR2024"	"ASSR2529"	"ASSR3034"	"ASSR3539"	"ASSR4044"	"ASSR4549"	"ASSR5054"	"ASSR5559"	"ASSR6064"	"ASSR6569"	"ASSR7074"	"ASSR75UP"	"AASR"	"SAAASR"
1300	1990	2	56	0	0	3	11	12	9	9	2	6	0	0	1	2	0	1	0	520500	10200	36200	49300	54100	45600	49800	51600	45500	41100	29300	23800	21400	16300	14400	13400	7700	10500	0	0	5.54529	24.12281	24.09639	17.44186	19.78022	4.86618	20.47782	0	0	6.13497	13.88889	0	12.98701	0	10.365	15.89
1300	1991	1	94	0	0	0	4	11	17	20	10	8	7	2	7	1	2	2	3	517200	10800	38900	47800	56100	47700	48500	53400	47000	40800	33000	21800	17800	15600	13500	11800	6500	6300	0	0	0	8.38574	22.68041	31.83521	42.55319	24.5098	24.24242	32.11009	11.23596	44.87179	7.40741	16.94915	30.76923	47.61905	21.552	14.715
1300	1991	2	43	0	0	3	8	7	7	4	4	3	1	1	2	2	1	0	0	518600	10400	37800	46300	54700	46800	46500	51800	45300	39500	32600	23100	18800	16600	15100	13500	8400	11500	0	0	5.48446	17.09402	15.05376	13.51351	8.83002	10.12658	9.20245	4.329	5.31915	12.04819	13.24503	7.40741	0	0	8.03	14.715
1300	1992	1	100	0	0	1	3	14	12	12	19	11	11	6	2	3	1	2	3	525800	11200	40600	46300	56100	49200	47600	53400	48000	42400	35200	23300	17900	16200	12900	12100	6800	6600	0	0	1.78253	6.09756	29.41176	22.47191	25	44.81132	31.25	47.2103	33.51955	12.34568	23.25581	8.26446	29.41176	45.45455	23	15.897
1300	1992	2	46	0	0	4	6	7	6	5	5	7	1	1	0	0	2	1	1	524200	10600	39400	44500	54800	47800	45400	50600	46200	40700	34600	24300	18900	17400	14500	14000	8800	11800	0	0	7.29927	12.5523	15.4185	11.85771	10.82251	12.28501	20.23121	4.11523	5.29101	0	0	14.28571	11.36364	8.47458	8.949	15.897
1300	1993	1	93	0	0	2	10	3	16	14	7	17	4	5	5	1	4	3	2	532600	10800	42200	46100	54700	51500	46000	53000	49500	43000	37200	25400	17800	16500	12700	12300	7200	6800	0	0	3.65631	19.41748	6.52174	30.18868	28.28283	16.27907	45.69892	15.74803	28.08989	30.30303	7.87402	32.52033	41.66667	29.41176	20.186	14.035
1300	1993	2	45	0	0	2	10	6	5	11	5	1	1	1	1	0	0	2	0	530200	10800	40700	44200	53400	50200	43300	50000	47000	41100	36400	26300	18900	17800	14400	14300	9100	12200	0	0	3.74532	19.92032	13.85681	10	23.40426	12.16545	2.74725	3.80228	5.29101	5.61798	0	0	21.97802	0	8.019	14.035
1300	1994	1	107	0	0	0	9	16	19	22	17	4	5	2	6	3	0	3	1	539700	10400	43100	46700	52800	52800	46700	51400	51200	44200	38800	26500	19100	16100	13100	12100	7800	7000	0	0	0	17.04545	34.26124	36.96498	42.96875	38.46154	10.30928	18.86792	10.4712	37.26708	22.90076	0	38.46154	14.28571	21.335	12.5
1300	1994	2	22	0	0	1	6	3	3	5	2	0	0	1	0	0	0	0	1	538200	10300	41600	45000	51300	51700	44400	48500	48600	42400	37800	27500	20200	17800	14700	14300	9900	12400	0	0	1.94932	11.60542	6.75676	6.18557	10.28807	4.71698	0	0	4.9505	0	0	0	0	8.06452	3.857	12.5
1300	1995	1	115	0	0	1	8	8	15	19	11	21	8	9	2	6	2	3	2	544200	10300	43100	47800	50000	54400	46600	50000	51700	45700	39300	28300	20000	16400	13300	11800	8400	7200	0	0	2	14.70588	17.16738	30	36.75048	24.07002	53.43511	28.26855	45	12.19512	45.11278	16.94915	35.71429	27.77778	24.556	15.434
1300	1995	2	32	0	0	2	5	6	2	2	2	3	0	3	2	1	2	1	1	543200	10200	41800	46100	48300	53200	44700	46800	48900	43700	38300	29000	21400	18100	14900	14100	10700	12800	0	0	4.14079	9.3985	13.42282	4.2735	4.08998	4.57666	7.8329	0	14.01869	11.04972	6.71141	14.1844	9.34579	7.8125	6.51	15.434
1300	1996	1	117	0	0	0	9	18	9	24	10	18	8	5	5	4	3	4	0	549700	9800	42500	49500	47700	55900	47100	47900	52800	46300	39800	31900	20600	16400	13700	11100	9000	7500	0	0	0	16.10018	38.21656	18.78914	45.45455	21.59827	45.22613	25.07837	24.27184	30.4878	29.19708	27.02703	44.44444	0	23.272	15.166
1300	1996	2	36	0	0	2	4	4	3	9	2	2	1	2	1	0	3	2	1	549000	9600	41600	47900	46000	54300	45700	44700	50200	44200	38700	32000	22400	18000	15500	13600	11400	13200	0	0	4.34783	7.36648	8.75274	6.71141	17.92829	4.52489	5.16796	3.125	8.92857	5.55556	0	22.05882	17.54386	7.57576	7.238	15.166
1300	1997	1	102	0	0	1	3	18	13	14	17	14	5	4	2	6	3	0	2	556400	9600	41100	51700	46200	55900	48900	47200	52800	47200	41400	33900	22000	16400	14300	10700	9200	7800	0	0	2.1645	5.36673	36.80982	27.54237	26.51515	36.01695	33.81643	14.74926	18.18182	12.19512	41.95804	28.03738	0	25.64103	20.105	11.716
1300	1997	2	20	0	0	1	3	3	1	3	1	4	1	0	1	1	1	0	0	556200	9600	40600	49800	44300	54600	47200	44400	49700	45400	40100	34000	23600	18200	16200	13000	11900	13700	0	0	2.25734	5.49451	6.35593	2.25225	6.03622	2.20264	9.97506	2.94118	0	5.49451	6.17284	7.69231	0	0	3.512	11.716
1300	1998	1	114	0	0	2	9	11	19	16	15	10	14	7	3	5	2	1	0	562200	9600	40000	52900	46100	54500	51300	45700	52500	48700	42000	36000	24000	16300	14400	10600	9400	8200	0	0	4.33839	16.51376	21.4425	41.57549	30.47619	30.80082	23.80952	38.88889	29.16667	18.40491	34.72222	18.86792	10.6383	0	21.684	14.249
1300	1998	2	41	0	0	0	8	7	9	7	1	3	2	2	0	0	0	1	1	562300	9300	39400	51300	44100	53200	49800	42700	49500	46600	40600	35900	25700	18100	16700	12900	12400	14200	0	0	0	15.03759	14.05622	21.07728	14.14141	2.14592	7.38916	5.57103	7.7821	0	0	0	8.06452	7.04225	6.977	14.249
1300	1999	1	120	0	0	1	3	10	22	19	20	17	18	2	0	2	3	0	3	569100	9600	39200	53300	46700	52700	52900	46800	51000	50500	43200	37500	25100	17500	14100	10900	9300	8700	0	0	2.14133	5.6926	18.90359	47.00855	37.2549	39.60396	39.35185	48	7.96813	0	14.1844	27.52294	0	34.48276	22.23	15.367
1300	1999	2	54	0	0	0	6	12	10	7	9	4	1	3	1	0	0	1	0	569900	9100	38700	51700	44900	51300	51600	44200	48000	48100	41900	37200	26900	19400	16600	13200	12400	14800	0	0	0	11.69591	23.25581	22.62443	14.58333	18.71102	9.54654	2.68817	11.15242	5.15464	0	0	8.06452	0	8.653	15.367
1300	2000	1	107	0	0	0	5	20	13	15	16	11	7	6	4	3	6	0	1	570512	9719	38520	53314	47441	49451	53328	45393	48743	50507	44742	38343	27170	18624	14809	11405	9268	9735	0	0	0	10.11102	37.50375	28.63878	30.77365	31.67878	24.5854	18.25627	22.08318	21.47766	20.25795	52.60851	0	10.27221	19.9	12.193
1300	2000	2	30	0	0	0	6	5	6	3	1	4	2	2	1	0	0	0	0	580582	9290	37492	51945	46416	48132	53999	45662	48313	49157	43573	38074	28560	20650	17250	13604	11956	16509	0	0	0	12.46572	9.25943	13.14003	6.20951	2.0343	9.18	5.25293	7.0028	4.84262	0	0	0	0	4.648	12.193
1300	2001	1	76	0	0	1	1	7	14	7	15	9	5	4	4	3	1	4	1	576672	9837	38466	52265	49428	47248	54903	46060	46994	51660	45315	38738	30711	19223	14859	11805	8741	10419	0	0	2.02314	2.11649	12.74976	30.39514	14.89552	29.036	19.86097	12.90722	13.02465	20.80841	20.18978	8.47099	45.76135	9.59785	14.738	10.473
1300	2001	2	37	0	0	1	7	6	3	2	4	5	3	1	2	0	0	2	1	587203	9437	37188	51152	48141	46058	55025	46684	46727	50656	44187	38469	31696	21533	17147	14184	11528	17391	0	0	2.07723	15.19823	10.90413	6.42618	4.28018	7.8964	11.31555	7.79849	3.15497	9.28807	0	0	17.34906	5.7501	6.294	10.473
1300	2002	1	102	0	0	0	7	10	19	9	13	13	11	6	6	3	0	4	1	581332	9415	38646	50707	51666	45630	54903	47524	45875	51130	46023	40299	32571	20536	14812	12386	8419	10790	0	0	0	15.34078	18.21394	39.9798	19.61853	25.42539	28.24675	27.29596	18.4213	29.21698	20.25385	0	47.51158	9.26784	18.822	11.701
1300	2002	2	29	0	0	0	2	9	2	4	4	1	1	3	1	0	0	2	0	592689	9156	37049	50138	49829	44585	54957	47972	46167	50068	45420	39786	33548	22769	17074	15035	11124	18012	0	0	0	4.48581	16.37644	4.1691	8.6642	7.98913	2.20167	2.51345	8.94241	4.39194	0	0	17.97914	0	4.721	11.701
1300	2003	1	64	0	0	1	3	3	8	12	7	4	8	5	7	3	1	1	1	587024	9477	38412	49528	53024	45426	53740	49939	44603	50687	47402	40850	34680	22360	14754	12560	8397	11185	0	0	1.88594	6.60415	5.58243	16.01954	26.90402	13.81025	8.43846	19.58384	14.41753	31.3059	20.33347	7.96178	11.90902	8.94055	12.541	8.212
1300	2003	2	24	0	0	0	5	3	3	2	2	0	3	3	1	0	1	1	0	599339	9343	36897	48689	51323	44393	53347	50876	44674	50345	46497	40515	35340	24824	17135	15318	11163	18660	0	0	0	11.26304	5.62356	5.89669	4.47688	3.97259	0	7.40466	8.48896	4.02836	0	6.52827	8.95817	0	3.97	8.212
1300	2004	1	75	0	0	0	4	7	10	12	11	9	11	3	3	2	0	1	2	591951	9297	38324	48719	53387	46026	52132	51386	45165	48979	48886	41846	36113	23434	15839	12297	8745	11376	0	0	0	8.69074	13.42745	19.46055	26.56925	22.4586	18.41018	26.28686	8.30726	12.80191	12.62706	0	11.43511	17.58087	13.205	8.348
1300	2004	2	22	0	0	0	2	3	3	3	2	1	4	1	1	0	2	0	0	604745	8849	37135	47570	51847	44992	51091	52487	45439	48917	47999	41682	36691	25945	18245	15364	11416	19076	0	0	0	4.44523	5.87188	5.7157	6.60226	4.08856	2.08338	9.59647	2.72546	3.85431	0	13.01744	0	0	3.591	8.348
